,ORI,YEAR,MRD,CLR,State,County,Agency
74154,MI63183,2019,1,1,Michigan,"Oakland, MI",Commerce Township
74155,MI63185,2015,1,1,Michigan,"Oakland, MI",Independence Township
74156,MI63185,2018,1,0,Michigan,"Oakland, MI",Independence Township
74157,MI63188,2016,1,1,Michigan,"Oakland, MI",Orion Township
74158,MI63188,2019,1,1,Michigan,"Oakland, MI",Orion Township
74159,MI63190,2015,7,6,Michigan,"Oakland, MI",Pontiac
74160,MI63190,2016,15,6,Michigan,"Oakland, MI",Pontiac
74161,MI63190,2017,4,4,Michigan,"Oakland, MI",Pontiac
74162,MI63190,2018,14,9,Michigan,"Oakland, MI",Pontiac
74163,MI63190,2019,10,9,Michigan,"Oakland, MI",Pontiac
74164,MI63191,2015,2,2,Michigan,"Oakland, MI",Rochester Hills
74165,MI63191,2018,1,1,Michigan,"Oakland, MI",Rochester Hills
74166,MI63192,2015,1,1,Michigan,"Oakland, MI",Springfield Township
74167,MI63192,2017,1,0,Michigan,"Oakland, MI",Springfield Township
74173,MI63251,2011,1,1,Michigan,"Oakland, MI",Berkley
74175,MI63255,2016,1,0,Michigan,"Oakland, MI",Beverly Hills
74205,MI63262,2012,1,1,Michigan,"Oakland, MI",Bloomfield Township
74206,MI63262,2014,1,1,Michigan,"Oakland, MI",Bloomfield Township
74219,MI63388,2013,1,1,Michigan,"Oakland, MI",Farmington
74240,MI63389,2010,1,1,Michigan,"Oakland, MI",Farmington Hills
74241,MI63389,2011,3,0,Michigan,"Oakland, MI",Farmington Hills
74242,MI63389,2012,1,2,Michigan,"Oakland, MI",Farmington Hills
74243,MI63389,2013,1,1,Michigan,"Oakland, MI",Farmington Hills
74244,MI63389,2017,1,1,Michigan,"Oakland, MI",Farmington Hills
74245,MI63389,2018,1,1,Michigan,"Oakland, MI",Farmington Hills
74270,MI63394,2010,1,0,Michigan,"Oakland, MI",Ferndale
74271,MI63394,2014,2,2,Michigan,"Oakland, MI",Ferndale
74272,MI63394,2016,1,0,Michigan,"Oakland, MI",Ferndale
74273,MI63408,2013,1,1,Michigan,"Oakland, MI",Franklin
74298,MI63465,2011,1,1,Michigan,"Oakland, MI",Hazel Park
74299,MI63465,2016,1,1,Michigan,"Oakland, MI",Hazel Park
74300,MI63465,2018,2,2,Michigan,"Oakland, MI",Hazel Park
74301,MI63465,2019,1,1,Michigan,"Oakland, MI",Hazel Park
74307,MI63475,2012,1,1,Michigan,"Oakland, MI",Holly
74315,MI63503,2018,3,3,Michigan,"Oakland, MI",Keego Harbor
74323,MI63521,2010,1,0,Michigan,"Oakland, MI",Lathrup Village
74346,MI63547,2010,0,1,Michigan,"Oakland, MI",Madison Heights
74347,MI63547,2012,1,0,Michigan,"Oakland, MI",Madison Heights
74348,MI63547,2015,1,1,Michigan,"Oakland, MI",Madison Heights
74349,MI63547,2018,1,1,Michigan,"Oakland, MI",Madison Heights
74376,MI63627,2010,1,0,Michigan,"Oakland, MI",Novi
74377,MI63627,2011,3,3,Michigan,"Oakland, MI",Novi
74378,MI63627,2013,2,1,Michigan,"Oakland, MI",Novi
74379,MI63627,2014,1,1,Michigan,"Oakland, MI",Novi
74380,MI63627,2015,1,1,Michigan,"Oakland, MI",Novi
74381,MI63627,2018,2,2,Michigan,"Oakland, MI",Novi
74382,MI63627,2019,1,0,Michigan,"Oakland, MI",Novi
74405,MI63628,2011,1,1,Michigan,"Oakland, MI",Oak Park
74406,MI63628,2012,1,0,Michigan,"Oakland, MI",Oak Park
74407,MI63628,2013,2,2,Michigan,"Oakland, MI",Oak Park
74408,MI63628,2014,2,2,Michigan,"Oakland, MI",Oak Park
74409,MI63628,2016,2,2,Michigan,"Oakland, MI",Oak Park
74410,MI63628,2018,1,1,Michigan,"Oakland, MI",Oak Park
74411,MI63628,2019,2,2,Michigan,"Oakland, MI",Oak Park
74463,MI63673,2010,9,3,Michigan,"Oakland, MI",Pontiac
74497,MI63714,2010,1,0,Michigan,"Oakland, MI",Royal Oak
74498,MI63714,2011,2,2,Michigan,"Oakland, MI",Royal Oak
74499,MI63714,2014,1,0,Michigan,"Oakland, MI",Royal Oak
74500,MI63714,2015,2,2,Michigan,"Oakland, MI",Royal Oak
74501,MI63714,2019,1,1,Michigan,"Oakland, MI",Royal Oak
74519,MI63748,2010,1,1,Michigan,"Oakland, MI",South Lyon
74561,MI63751,2010,6,5,Michigan,"Oakland, MI",Southfield
74562,MI63751,2011,4,3,Michigan,"Oakland, MI",Southfield
74563,MI63751,2012,2,1,Michigan,"Oakland, MI",Southfield
74564,MI63751,2013,2,1,Michigan,"Oakland, MI",Southfield
74565,MI63751,2014,3,2,Michigan,"Oakland, MI",Southfield
74566,MI63751,2015,1,0,Michigan,"Oakland, MI",Southfield
74567,MI63751,2016,3,2,Michigan,"Oakland, MI",Southfield
74568,MI63751,2017,1,1,Michigan,"Oakland, MI",Southfield
74569,MI63751,2018,2,2,Michigan,"Oakland, MI",Southfield
74570,MI63751,2019,1,1,Michigan,"Oakland, MI",Southfield
74603,MI63784,2010,1,1,Michigan,"Oakland, MI",Troy
74604,MI63784,2012,2,2,Michigan,"Oakland, MI",Troy
74605,MI63784,2014,1,0,Michigan,"Oakland, MI",Troy
74606,MI63784,2015,1,0,Michigan,"Oakland, MI",Troy
74607,MI63784,2016,1,1,Michigan,"Oakland, MI",Troy
74608,MI63784,2018,1,1,Michigan,"Oakland, MI",Troy
74609,MI63784,2019,2,2,Michigan,"Oakland, MI",Troy
74612,MI63804,2014,1,1,Michigan,"Oakland, MI",Walled Lake
74613,MI63804,2018,1,1,Michigan,"Oakland, MI",Walled Lake
74643,MI63808,2010,1,1,Michigan,"Oakland, MI",Waterford Township
74644,MI63808,2011,1,0,Michigan,"Oakland, MI",Waterford Township
74645,MI63808,2014,2,1,Michigan,"Oakland, MI",Waterford Township
74646,MI63808,2015,1,1,Michigan,"Oakland, MI",Waterford Township
74647,MI63808,2016,1,1,Michigan,"Oakland, MI",Waterford Township
74648,MI63808,2017,1,1,Michigan,"Oakland, MI",Waterford Township
74649,MI63808,2018,3,3,Michigan,"Oakland, MI",Waterford Township
74650,MI63808,2019,2,2,Michigan,"Oakland, MI",Waterford Township
74664,MI63815,2010,1,1,Michigan,"Oakland, MI",West Bloomfield Township
74665,MI63815,2011,1,1,Michigan,"Oakland, MI",West Bloomfield Township
74666,MI63815,2012,2,1,Michigan,"Oakland, MI",West Bloomfield Township
74680,MI63821,2013,1,0,Michigan,"Oakland, MI",White Lake Township
74689,MI63827,2013,1,0,Michigan,"Oakland, MI",Wixom
74690,MI63827,2016,1,1,Michigan,"Oakland, MI",Wixom
74705,MI63851,2011,1,1,Michigan,"Oakland, MI",Auburn Hills
74713,MI64064,2015,1,0,Michigan,"Oceana, MI",State Police: Oceana County
74714,MI64064,2016,1,1,Michigan,"Oceana, MI",State Police: Oceana County
74727,MI64164,2012,2,2,Michigan,"Oceana, MI",Oceana
74728,MI64164,2013,1,1,Michigan,"Oceana, MI",Oceana
74733,MI64462,2012,1,0,Michigan,"Oceana, MI",Hart
74745,MI65065,2016,1,0,Michigan,"Ogemaw, MI",State Police: Ogemaw County
74746,MI65065,2019,1,1,Michigan,"Ogemaw, MI",State Police: Ogemaw County
74761,MI65165,2014,1,1,Michigan,"Ogemaw, MI",Ogemaw
74762,MI65165,2017,2,2,Michigan,"Ogemaw, MI",Ogemaw
74766,MI65816,2014,1,1,Michigan,"Ogemaw, MI",West Branch
74769,MI66066,2014,1,0,Michigan,"Ontonagon, MI",State Police: Ontonagon County
74787,MI67067,2011,2,2,Michigan,"Osceola, MI",State Police: Osceola County
74796,MI68068,2012,1,0,Michigan,"Oscoda, MI",State Police: Oscoda County
74797,MI68068,2013,0,1,Michigan,"Oscoda, MI",State Police: Oscoda County
74798,MI68068,2015,3,0,Michigan,"Oscoda, MI",State Police: Oscoda County
74819,MI69069,2016,1,1,Michigan,"Otsego, MI",State Police: Otsego County
74820,MI69069,2018,1,1,Michigan,"Otsego, MI",State Police: Otsego County
74827,MI69169,2010,1,1,Michigan,"Otsego, MI",Otsego
74828,MI69169,2018,1,1,Michigan,"Otsego, MI",Otsego
74832,MI69421,2010,1,1,Michigan,"Otsego, MI",Gaylord
74836,MI70070,2014,1,0,Michigan,"Ottawa, MI",State Police: Ottawa County
74837,MI70070,2018,0,1,Michigan,"Ottawa, MI",State Police: Ottawa County
74865,MI70170,2011,3,2,Michigan,"Ottawa, MI",Ottawa
74866,MI70170,2012,2,1,Michigan,"Ottawa, MI",Ottawa
74867,MI70170,2014,3,2,Michigan,"Ottawa, MI",Ottawa
74868,MI70170,2016,3,1,Michigan,"Ottawa, MI",Ottawa
74869,MI70170,2017,2,1,Michigan,"Ottawa, MI",Ottawa
74870,MI70170,2018,3,0,Michigan,"Ottawa, MI",Ottawa
74871,MI70170,2019,3,3,Michigan,"Ottawa, MI",Ottawa
74877,MI70432,2018,1,1,Michigan,"Ottawa, MI",Grand Haven
74878,MI70432,2019,1,1,Michigan,"Ottawa, MI",Grand Haven
74896,MI70474,2014,1,1,Michigan,"Ottawa, MI",Holland
74897,MI70474,2015,3,1,Michigan,"Ottawa, MI",Holland
74898,MI70474,2017,1,1,Michigan,"Ottawa, MI",Holland
74899,MI70474,2018,1,0,Michigan,"Ottawa, MI",Holland
74900,MI70474,2019,1,1,Michigan,"Ottawa, MI",Holland
74906,MI70837,2019,1,0,Michigan,"Ottawa, MI",Zeeland
74907,MI71071,2010,2,1,Michigan,"Presque Isle, MI",Presque Isle State Police
74908,MI71071,2016,1,1,Michigan,"Presque Isle, MI",Presque Isle State Police
74922,MI72072,2017,1,0,Michigan,"Roscommon, MI",State Police: Roscommon County
74935,MI72172,2013,1,1,Michigan,"Roscommon, MI",Roscommon
74936,MI72172,2015,1,1,Michigan,"Roscommon, MI",Roscommon
74937,MI72172,2016,1,0,Michigan,"Roscommon, MI",Roscommon
74961,MI73073,2010,1,0,Michigan,"Saginaw, MI",State Police: Saginaw County
74962,MI73073,2011,4,1,Michigan,"Saginaw, MI",State Police: Saginaw County
74963,MI73073,2012,1,1,Michigan,"Saginaw, MI",State Police: Saginaw County
74964,MI73073,2013,7,5,Michigan,"Saginaw, MI",State Police: Saginaw County
74965,MI73073,2014,1,0,Michigan,"Saginaw, MI",State Police: Saginaw County
74966,MI73073,2016,2,1,Michigan,"Saginaw, MI",State Police: Saginaw County
74967,MI73073,2017,2,0,Michigan,"Saginaw, MI",State Police: Saginaw County
74968,MI73073,2018,2,3,Michigan,"Saginaw, MI",State Police: Saginaw County
74969,MI73073,2019,2,2,Michigan,"Saginaw, MI",State Police: Saginaw County
75006,MI73173,2011,1,1,Michigan,"Saginaw, MI",Saginaw
75007,MI73173,2014,2,1,Michigan,"Saginaw, MI",Saginaw
75008,MI73173,2016,2,1,Michigan,"Saginaw, MI",Saginaw
75009,MI73173,2018,4,2,Michigan,"Saginaw, MI",Saginaw
75015,MI73288,2019,2,2,Michigan,"Saginaw, MI",Carrollton Township
75065,MI73717,2010,5,2,Michigan,"Saginaw, MI",Saginaw
75066,MI73717,2011,8,4,Michigan,"Saginaw, MI",Saginaw
75067,MI73717,2012,26,1,Michigan,"Saginaw, MI",Saginaw
75068,MI73717,2013,27,5,Michigan,"Saginaw, MI",Saginaw
75069,MI73717,2014,11,5,Michigan,"Saginaw, MI",Saginaw
75070,MI73717,2015,9,1,Michigan,"Saginaw, MI",Saginaw
75071,MI73717,2016,10,2,Michigan,"Saginaw, MI",Saginaw
75072,MI73717,2017,15,2,Michigan,"Saginaw, MI",Saginaw
75073,MI73717,2018,11,3,Michigan,"Saginaw, MI",Saginaw
75074,MI73717,2019,9,3,Michigan,"Saginaw, MI",Saginaw
75094,MI73718,2012,1,1,Michigan,"Saginaw, MI",Saginaw Township
75095,MI73718,2015,1,0,Michigan,"Saginaw, MI",Saginaw Township
75096,MI73718,2018,1,1,Michigan,"Saginaw, MI",Saginaw Township
75097,MI73718,2019,2,1,Michigan,"Saginaw, MI",Saginaw Township
75133,MI73856,2011,1,0,Michigan,"Saginaw, MI",Buena Vista Township
75134,MI73856,2012,1,0,Michigan,"Saginaw, MI",Buena Vista Township
75135,MI73856,2013,1,0,Michigan,"Saginaw, MI",Buena Vista Township
75136,MI73856,2014,1,0,Michigan,"Saginaw, MI",Buena Vista Township
75137,MI73856,2016,4,0,Michigan,"Saginaw, MI",Buena Vista Township
75138,MI73856,2017,2,0,Michigan,"Saginaw, MI",Buena Vista Township
75139,MI73856,2019,2,1,Michigan,"Saginaw, MI",Buena Vista Township
75150,MI73863,2010,1,0,Michigan,"Saginaw, MI",Bridgeport Township
75151,MI73863,2013,1,0,Michigan,"Saginaw, MI",Bridgeport Township
75152,MI73863,2014,1,1,Michigan,"Saginaw, MI",Bridgeport Township
75169,MI74074,2010,2,2,Michigan,"St. Clair, MI",State Police: St. Clair County
75170,MI74074,2019,1,0,Michigan,"St. Clair, MI",State Police: St. Clair County
75204,MI74174,2010,1,1,Michigan,"St. Clair, MI",St. Clair
75205,MI74174,2011,1,1,Michigan,"St. Clair, MI",St. Clair
75206,MI74174,2012,2,1,Michigan,"St. Clair, MI",St. Clair
75207,MI74174,2013,1,1,Michigan,"St. Clair, MI",St. Clair
75208,MI74174,2014,2,1,Michigan,"St. Clair, MI",St. Clair
75209,MI74174,2016,2,0,Michigan,"St. Clair, MI",St. Clair
75210,MI74174,2018,1,1,Michigan,"St. Clair, MI",St. Clair
75211,MI74174,2019,1,2,Michigan,"St. Clair, MI",St. Clair
75221,MI74562,2017,1,0,Michigan,"St. Clair, MI",Marysville
75222,MI74562,2019,1,1,Michigan,"St. Clair, MI",Marysville
75255,MI74676,2010,3,3,Michigan,"St. Clair, MI",Port Huron
75256,MI74676,2012,1,1,Michigan,"St. Clair, MI",Port Huron
75257,MI74676,2013,3,3,Michigan,"St. Clair, MI",Port Huron
75258,MI74676,2014,1,1,Michigan,"St. Clair, MI",Port Huron
75259,MI74676,2015,2,1,Michigan,"St. Clair, MI",Port Huron
75260,MI74676,2016,1,1,Michigan,"St. Clair, MI",Port Huron
75261,MI74676,2018,1,1,Michigan,"St. Clair, MI",Port Huron
75262,MI74676,2019,2,1,Michigan,"St. Clair, MI",Port Huron
75266,MI74835,2010,1,1,Michigan,"St. Clair, MI",Yale
75268,MI74867,2014,2,1,Michigan,"St. Clair, MI",Clay Township
75269,MI74867,2015,1,0,Michigan,"St. Clair, MI",Clay Township
75280,MI75075,2010,1,1,Michigan,"St. Joseph, MI",State Police: St. Joseph County
75281,MI75075,2011,1,0,Michigan,"St. Joseph, MI",State Police: St. Joseph County
75282,MI75075,2019,1,0,Michigan,"St. Joseph, MI",State Police: St. Joseph County
75299,MI75175,2010,2,0,Michigan,"St. Joseph, MI",St. Joseph
75300,MI75175,2014,1,0,Michigan,"St. Joseph, MI",St. Joseph
75301,MI75175,2015,3,0,Michigan,"St. Joseph, MI",St. Joseph
75302,MI75175,2017,1,0,Michigan,"St. Joseph, MI",St. Joseph
75303,MI75175,2018,1,1,Michigan,"St. Joseph, MI",St. Joseph
75304,MI75175,2019,1,0,Michigan,"St. Joseph, MI",St. Joseph
75306,MI75325,2019,1,1,Michigan,"St. Joseph, MI",Colon
75314,MI75768,2016,1,1,Michigan,"St. Joseph, MI",Sturgis
75325,MI75780,2015,1,1,Michigan,"St. Joseph, MI",Three Rivers
75326,MI75780,2019,1,1,Michigan,"St. Joseph, MI",Three Rivers
75334,MI76076,2012,1,1,Michigan,"Sanilac, MI",State Police: Sanilac County
75352,MI76176,2013,1,0,Michigan,"Sanilac, MI",Sanilac
