ORI,YEAR,MRD,CLR,State,County,Agency
CO00311,2016,1,1,Colorado,"Arapahoe, CO",Centennial
NY05500,2010,1,1,New York,"Ulster, NY",Ulster County
MO05803,2012,1,1,Missouri,"Linn, MO",Marceline
AK00102,2014,4,4,Alaska,"Fairbanks North Star, AK",Fairbanks
TX15511,2012,1,3,Texas,"McLennan, TX",Robinson
GA02101,2017,1,0,Georgia,"Candler, GA",Metter
FL00624,2013,2,3,Florida,"Broward, FL",Oakland Park
LA03702,2016,3,2,Louisiana,"Ouachita, LA",West Monroe
UT01302,2011,1,1,Utah,"Kane, UT",Kanab
WI06702,2013,1,1,Wisconsin,"Washington, WI",Hartford
IL01687,2012,1,0,Illinois,"Cook, IL",Palos Park
CA00734,2015,2,1,California,"Contra Costa, CA",Oakley
WV02802,2015,1,0,West Virginia,"Mercer, WV",Bluefield
LA05001,2019,1,0,Louisiana,"St. Martin, LA",Breaux Bridge
ME00601,2012,2,3,Maine,"Kennebec, ME",Augusta
CA02000,2013,6,2,California,"Madera, CA",Madera County
NB01701,2017,1,1,Nebraska,"Cheyenne, NE",Sidney
NC01301,2019,4,2,North Carolina,"Cabarrus, NC",Concord
VA07000,2016,1,1,Virginia,"Patrick, VA",Patrick County
VA02600,2019,2,0,Virginia,"Dickenson, VA",Dickenson County
TX22020,2010,0,1,Texas,"Tarrant, TX",Mansfield
OK07210,2016,1,0,Oklahoma,"Tulsa, OK",Owasso
VA04200,2017,2,2,Virginia,"Hanover, VA",Hanover County
CA02708,2012,21,4,California,"Monterey, CA",Salinas
TX04308,2010,1,1,Texas,"Collin, TX",Wylie
CA05102,2013,2,2,California,"Sutter, CA",Yuba City
MT04400,2019,1,1,Montana,"Rosebud, MT",Rosebud County
NY332SD,2013,1,1,New York,"Oneida, NY",State Police: Oneida County (D)
IL07504,2019,1,0,Illinois,"Pike, IL",Pleasant Hill
GA13900,2013,2,0,Georgia,"Towns, GA",Towns County
KS01900,2014,1,1,Kansas,"Crawford, KS",Crawford County
OK05101,2014,4,3,Oklahoma,"Muskogee, OK",Muskogee
TX04304,2014,4,3,Texas,"Collin, TX",Frisco
CA02106,2017,1,1,California,"Marin, CA",Novato
VA08300,2018,1,1,Virginia,"Russell, VA",Russell County
NC05103,2019,1,1,North Carolina,"Johnston, NC",Clayton
TX07904,2019,1,1,Texas,"Fort Bend, TX",Stafford
CA03024,2011,3,3,California,"Orange, CA",Westminster
SC02306,2019,1,1,South Carolina,"Greenville, SC",Travelers Rest
CA00402,2017,2,2,California,"Butte, CA",Chico
WI04500,2016,2,2,Wisconsin,"Outagamie, WI",Outagamie County
KY09301,2014,1,1,Kentucky,"Oldham, KY",La Grange
TN06300,2011,1,2,Tennessee,"Montgomery, TN",Montgomery County
NJ00601,2017,5,1,New Jersey,"Cumberland, NJ",Bridgeton
CA02802,2012,2,2,California,"Napa, CA",Napa
NB06001,2010,2,1,Nebraska,"Madison, NE",Norfolk
WA01700,2015,11,6,Washington,"King, WA",King County
UT01804,2018,6,1,Utah,"Salt Lake, UT",South Salt Lake
AR04101,2017,2,0,Arkansas,"Little River, AR",Ashdown
TN04700,2018,7,6,Tennessee,"Knox, TN",Knox County
AR07304,2017,1,0,Arkansas,"White, AR",Kensett
KY11300,2016,1,0,Kentucky,"Union, KY",Union County
IN388SP,2017,7,3,Indiana,"Washington, IN",State Police: Washington County
TX07100,2014,4,4,Texas,"El Paso, TX",El Paso County
ND00902,2018,5,5,North Dakota,"Cass, ND",Fargo
MI34491,2013,2,0,Michigan,"Ionia, MI",Ionia
NC03609,2016,1,0,North Carolina,"Gaston, NC",Mount Holly
MD319SP,2018,1,1,Maryland,"Somerset, MD",State Police: Somerset County
SC03401,2018,9,7,South Carolina,"Marion, SC",Marion
WA03400,2010,4,2,Washington,"Thurston, WA",Thurston County
FL00604,2015,2,1,Florida,"Broward, FL",Hallandale
GA14800,2011,2,2,Georgia,"Ware, GA",Ware County
OH02511,2014,1,1,Ohio,"Franklin, OH",Whitehall
MT03201,2017,2,2,Montana,"Missoula, MT",Missoula
TN08700,2019,1,1,Tennessee,"Union, TN",Union County
CO02303,2013,5,0,Colorado,"Garfield, CO",Rifle
CA04102,2015,1,1,California,"San Mateo, CA",Belmont
NM00301,2010,6,4,New Mexico,"Chaves, NM",Roswell
NC04901,2013,2,2,North Carolina,"Iredell, NC",Mooresville
UT02503,2016,0,1,Utah,"Utah, UT",Orem
IL05003,2017,1,0,Illinois,"La Salle, IL",Marseilles
CA04204,2015,13,5,California,"Santa Barbara, CA",Santa Maria
CA02405,2019,2,2,California,"Merced, CA",Los Banos
PA06505,2010,1,0,Pennsylvania,"Westmoreland, PA",Latrobe
OH04314,2010,1,1,Ohio,"Lake, OH",Willowick
OR02601,2015,1,1,Oregon,"Multnomah, OR",Gresham
MT00501,2011,1,1,Montana,"Carbon, MT",Red Lodge
NJ02013,2013,1,0,New Jersey,"Union, NJ",Rahway
UT01802,2017,2,2,Utah,"Salt Lake, UT",Murray
IL10117,2015,1,0,Illinois,"Winnebago, IL",Machesney Park
NY05300,2016,1,0,New York,"Tioga, NY",Tioga County
IA06501,2016,1,1,Iowa,"Mills, IA",Glenwood
CA04908,2014,1,1,California,"Sonoma, CA",Petaluma
MD309SP,2015,1,1,Maryland,"Dorchester, MD",State Police: Dorchester County
MS04300,2015,1,0,Mississippi,"Lincoln, MS",Lincoln County
TX22705,2017,1,1,Texas,"Travis, TX",University of Texas: Austin
AR06300,2016,2,1,Arkansas,"Saline, AR",Saline County
KY02501,2014,1,1,Kentucky,"Clark, KY",Winchester
SC04201,2012,2,0,South Carolina,"Spartanburg, SC",Spartanburg
TX21001,2018,1,0,Texas,"Shelby, TX",Center
CA01968,2010,3,2,California,"Los Angeles, CA",South El Monte
CO03503,2017,6,4,Colorado,"Larimer, CO",Fort Collins
TN04700,2014,6,5,Tennessee,"Knox, TN",Knox County
OK05801,2019,1,0,Oklahoma,"Ottawa, OK",Commerce
ND03100,2012,4,0,North Dakota,"Mountrail, ND",Mountrail County
OH06200,2011,5,1,Ohio,"Ottawa, OH",Ottawa County
WV03101,2012,1,1,West Virginia,"Monongalia, WV",Morgantown
NM02904,2014,1,0,New Mexico,"Taos, NM",Taos Pueblo Tribal
TX05710,2018,2,1,Texas,"Dallas, TX",Farmers Branch
FL06413,2014,1,2,Florida,"Volusia, FL",South Daytona
MD01739,2015,1,0,Maryland,"Montgomery, MD",New Carrollton
FL05300,2018,15,15,Florida,"Polk, FL",Polk County
IL09101,2014,1,0,Illinois,"Union, IL",Anna
OK07200,2015,1,0,Oklahoma,"Tulsa, OK",Tulsa County
PA04013,2015,4,1,Pennsylvania,"Luzerne, PA",Wilkes-Barre
MA00710,2016,2,2,Massachusetts,"Hampden, MA",Holyoke
CA01912,2019,1,1,California,"Los Angeles, CA",Burbank
NJ00717,2018,6,2,New Jersey,"Essex, NJ",Orange
CA03601,2017,2,2,California,"San Bernardino, CA",Barstow
MI82572,2015,1,0,Michigan,"Wayne, MI",Melvindale
CA01601,2017,1,1,California,"Kings, CA",Corcoran
PA03813,2014,3,0,Pennsylvania,"Lebanon, PA",North Lebanon Township
CA03302,2013,1,1,California,"Riverside, CA",Beaumont
MT05300,2016,1,0,Montana,"Valley, MT",Valley County
NY05954,2010,1,1,New York,"Westchester, NY",Harrison Town
LA03500,2011,1,0,Louisiana,"Natchitoches, LA",Natchitoches County
KY09001,2016,1,0,Kentucky,"Nelson, KY",Bardstown
LA04200,2016,2,0,Louisiana,"Richland, LA",Richland County
TX03106,2019,1,0,Texas,"Cameron, TX",Port Isabel
NJ00415,2011,1,0,New Jersey,"Camden, NJ",Gloucester Township
OH08702,2018,2,0,Ohio,"Wood, OH",North Baltimore
GA10900,2012,1,0,Georgia,"Oglethorpe, GA",Oglethorpe County
FL05309,2015,2,5,Florida,"Polk, FL",Haines City
UT01807,2016,1,0,Utah,"Salt Lake, UT",University of Utah
NJ00907,2017,1,1,New Jersey,"Hudson, NJ",Kearny
WA01800,2019,3,3,Washington,"Kitsap, WA",Kitsap County
OR03602,2010,1,1,Oregon,"Yamhill, OR",Newberg
IL10100,2012,1,0,Illinois,"Winnebago, IL",Winnebago County
RI00404,2016,2,0,Rhodes Island,"Providence, RI",East Providence
WI04103,2016,3,3,Wisconsin,"Milwaukee, WI",Cudahy
CA04310,2011,1,1,California,"Santa Clara, CA",Morgan Hill
MO02601,2016,4,2,Missouri,"Cole, MO",Jefferson City
FL06403,2010,1,2,Florida,"Volusia, FL",New Smyrna Beach
NJ00245,2010,2,1,New Jersey,"Bergen, NJ",Palisades Park
CA03705,2019,3,2,California,"San Diego, CA",El Cajon
PA039SP,2013,1,1,Pennsylvania,"Lehigh, PA",State Police: Lehigh County
CO05101,2019,5,1,Colorado,"Pueblo, CO",Pueblo
AR01800,2018,5,3,Arkansas,"Crittenden, AR",Crittenden County
AZ01311,2016,1,0,Arizona,"Yavapai, AZ",Prescott Valley
CA05801,2015,2,0,California,"Yuba, CA",Marysville
MO09507,2014,1,1,Missouri,"St. Louis, MO",Berkeley
TX20500,2010,1,1,Texas,"San Patricio, TX",San Patricio County
TN03200,2019,1,1,Tennessee,"Hamblen, TN",Hamblen County
MN01901,2011,1,1,Minnesota,"Dakota, MN",Burnsville
TX17201,2015,1,2,Texas,"Morris, TX",Daingerfield
MI61625,2013,1,1,Michigan,"Muskegon, MI",Norton Shores
LA01001,2014,1,0,Louisiana,"Calcasieu, LA",De Quincy
TX10101,2013,4,3,Texas,"Harris, TX",Baytown
MI19857,2011,1,0,Michigan,"Clinton, MI",Dewitt Township
NMDI057,2018,2,0,New Mexico,"Bernalillo, NM",Isleta Tribal
WA01741,2018,4,2,Washington,"King, WA",Burien
WI01800,2017,2,2,Wisconsin,"Eau Claire, WI",Eau Claire County
OH04002,2015,1,1,Ohio,"Jackson, OH",Wellston
IA06201,2014,1,0,Iowa,"Mahaska, IA",Oskaloosa
OR02101,2010,2,2,Oregon,"Lincoln, OR",Lincoln City
VA04400,2014,2,2,Virginia,"Henry, VA",Henry County
FL02901,2014,5,3,Florida,"Hillsborough, FL",Plant City
WA02300,2012,4,3,Washington,"Mason, WA",Mason County
MO06800,2017,1,0,Missouri,"Moniteau, MO",Moniteau County
CA02406,2011,8,3,California,"Merced, CA",Merced
MO02400,2012,2,0,Missouri,"Clay, MO",Clay County
GA04402,2016,76,8,Georgia,"De Kalb, GA",Dekalb County Police Department
AL06202,2017,1,0,Alabama,"Tallapoosa, AL",Dadeville
TX06802,2012,5,4,Texas,"Ector, TX",Odessa
FL02700,2016,4,1,Florida,"Hernando, FL",Hernando County
PA04007,2012,3,1,Pennsylvania,"Luzerne, PA",Hazleton
MO01101,2015,7,7,Missouri,"Buchanan, MO",St. Joseph
AR02201,2016,4,2,Arkansas,"Drew, AR",Monticello
FL05206,2011,2,2,Florida,"Pinellas, FL",Indian Rocks Beach
VA03300,2014,1,0,Virginia,"Franklin, VA",Franklin County
CA01905,2013,2,2,California,"Los Angeles, CA",Azusa
NJ00324,2016,1,0,New Jersey,"Burlington, NJ",Mount Holly Township
OR03402,2017,1,1,Oregon,"Washington, OR",Forest Grove
NC02901,2017,3,1,North Carolina,"Davidson, NC",Lexington
MO10901,2016,1,1,Missouri,"Vernon, MO",Nevada
ME00513,2014,1,1,Maine,"Hancock, ME",Gouldsboro
SC01600,2014,2,1,South Carolina,"Darlington, SC",Darlington County
IN347SP,2012,1,0,Indiana,"Lawrence, IN",State Police: Lawrence County
OK05501,2011,2,2,Oklahoma,"Oklahoma, OK",Bethany
MI49724,2017,1,1,Michigan,"Mackinac, MI",St. Ignace
IN04300,2012,1,0,Indiana,"Kosciusko, IN",Kosciusko County
LA00100,2018,3,1,Louisiana,"Acadia, LA",Acadia County
CO03901,2019,3,2,Colorado,"Mesa, CO",Grand Junction
TX04601,2012,1,1,Texas,"Comal, TX",New Braunfels
WI07103,2018,1,1,Wisconsin,"Winnebago, WI",Oshkosh
CO02301,2014,1,1,Colorado,"Garfield, CO",Glenwood Springs
AR01600,2015,1,1,Arkansas,"Craighead, AR",Craighead County
FL03301,2018,1,1,Florida,"Jefferson, FL",Monticello
CO03400,2015,1,0,Colorado,"La Plata, CO",La Plata County
IL01621,2015,2,0,Illinois,"Cook, IL",Cicero
OH04707,2017,1,1,Ohio,"Lorain, OH",North Ridgeville
MI11249,2015,2,2,Michigan,"Berrien, MI",Benton Township
VA06701,2012,2,2,Virginia,"Nottoway, VA",Blackstone
MA00513,2012,2,0,Massachusetts,"Essex, MA",Lawrence
NY347SG,2018,1,0,New York,"Schoharie, NY",State Police: Schoharie County (G)
TN06001,2015,2,2,Tennessee,"Maury, TN",Columbia
PA06305,2017,1,0,Pennsylvania,"Washington, PA",Washington
FL03103,2011,2,3,Florida,"Indian River, FL",Vero Beach
TX24001,2012,8,7,Texas,"Webb, TX",Laredo
VA053SP,2015,1,0,Virginia,"Loudoun, VA",State Police: Loudoun County
WA02707,2019,1,0,Washington,"Pierce, WA",Fife
PA02502,2017,6,6,Pennsylvania,"Erie, PA",Erie
KS09800,2011,1,1,Kansas,"Trego, KS",Trego County
IL01659,2016,1,0,Illinois,"Cook, IL",Lansing
CA0191W,2011,2,1,California,"Los Angeles, CA",Diamond Bar
TX23200,2016,3,3,Texas,"Uvalde, TX",Uvalde County
NJ006SP,2016,2,2,New Jersey,"Cumberland, NJ",State Police: Cumberland County
PA02207,2014,1,1,Pennsylvania,"Dauphin, PA",Steelton
NY343SF,2017,1,1,New York,"Rockland, NY",State Police: Rockland County (F)
LA02300,2014,2,0,Louisiana,"Iberia, LA",Iberia County
CA03330,2012,2,1,California,"Riverside, CA",Lake Elsinore
OH07800,2012,1,1,Ohio,"Trumbull, OH",Trumbull County
MI47047,2017,1,0,Michigan,"Livingston, MI",State Police: Livingston County
TX22900,2018,1,1,Texas,"Tyler, TX",Tyler County
NC06304,2014,0,2,North Carolina,"Moore, NC",Southern Pines
CA04116,2016,1,1,California,"San Mateo, CA",San Mateo
CA03004,2015,1,0,California,"Orange, CA",Costa Mesa
MT00701,2014,1,1,Montana,"Cascade, MT",Great Falls
TX18405,2017,2,2,Texas,"Parker, TX",Willow Park
CA01945,2010,3,0,California,"Los Angeles, CA",Maywood
MO04804,2017,1,1,Missouri,"Jackson, MO",Grandview
AL02901,2016,4,4,Alabama,"Elmore, AL",Wetumpka
FL01397,2015,18,6,Florida,"Miami-Dade, FL",Miami Gardens
KYKSP15,2015,2,2,Kentucky,"Adair, KY",State Police Post 15
MD322SP,2013,1,1,Maryland,"Wicomico, MD",State Police: Wicomico County
VA11600,2019,24,16,Virginia,"Newport News, VA",Newport News
GA06702,2015,22,2,Georgia,"Gwinnett, GA",Gwinnett County Police Department
AK00156,2014,1,1,Alaska,"Matanuska-Susitna, AK",Wasilla
LA05902,2016,1,1,Louisiana,"Washington, LA",Franklinton
MS00601,2010,4,3,Mississippi,"Bolivar, MS",Cleveland
PA02313,2014,2,0,Pennsylvania,"Delaware, PA",Glenolden
PA03901,2013,12,9,Pennsylvania,"Lehigh, PA",Allentown
GA04000,2014,2,1,Georgia,"Crisp, GA",Crisp County
AR07101,2019,1,0,Arkansas,"Van Buren, AR",Fairfield Bay
FL05002,2010,1,3,Florida,"Palm Beach, FL",Boca Raton
NV00101,2016,0,1,Nevada,"Churchill, NV",Fallon
CA04312,2016,1,1,California,"Santa Clara, CA",Palo Alto
CA03700,2015,10,6,California,"San Diego, CA",San Diego County
GA04409,2017,1,0,Georgia,"De Kalb, GA",Stone Mountain
TX05704,2017,2,1,Texas,"Dallas, TX",Carrollton
AL04301,2018,4,1,Alabama,"Lee, AL",Auburn
TX08405,2016,1,1,Texas,"Galveston, TX",Hitchcock
MO02500,2012,1,1,Missouri,"Clinton, MO",Clinton County
FL04700,2016,5,4,Florida,"Okeechobee, FL",Okeechobee County
TX10900,2015,2,2,Texas,"Hill, TX",Hill County
AR04700,2010,1,0,Arkansas,"Mississippi, AR",Mississippi County
TX18700,2011,2,2,Texas,"Polk, TX",Polk County
NB06200,2015,1,1,Nebraska,"Morrill, NE",Morrill County
VA00900,2017,1,1,Virginia,"Bath, VA",Bath County
LA00901,2013,26,7,Louisiana,"Caddo, LA",Shreveport
MO05000,2014,2,2,Missouri,"Jefferson, MO",Jefferson County
OH01202,2014,7,5,Ohio,"Clark, OH",Springfield
LA02900,2012,3,0,Louisiana,"Lafourche, LA",Lafourche County
WY00702,2016,1,1,Wyoming,"Fremont, WY",Riverton
GA13200,2016,1,1,Georgia,"Tattnall, GA",Tattnall County
PA02309,2010,1,1,Pennsylvania,"Delaware, PA",Darby Township
KS00801,2014,1,1,Kansas,"Butler, KS",Augusta
MO09584,2018,1,1,Missouri,"St. Louis, MO",Woodson Terrace
LA03700,2019,7,5,Louisiana,"Ouachita, LA",Ouachita County
NH00716,2018,0,1,New Hampshire,"Merrimack, NH",Concord
NC07800,2012,5,5,North Carolina,"Robeson, NC",Robeson County
IA05702,2017,1,1,Iowa,"Linn, IA",Marion
UT02100,2015,1,0,Utah,"Sevier, UT",Sevier County
NH00646,2017,1,1,New Hampshire,"Hillsborough, NH",Nashua
PA06732,2017,0,1,Pennsylvania,"York, PA",York Area Regional
TX20800,2016,0,1,Texas,"Scurry, TX",Scurry County
OH05700,2018,7,3,Ohio,"Montgomery, OH",Montgomery County
IL05603,2011,1,0,Illinois,"McHenry, IL",Crystal Lake
CA03300,2013,20,13,California,"Riverside, CA",Riverside County
IL02204,2011,1,0,Illinois,"DuPage, IL",Carol Stream
GA03302,2010,13,0,Georgia,"Cobb, GA",Cobb County Police Department
FL00628,2014,1,1,Florida,"Broward, FL",Coral Springs
WI02802,2012,1,1,Wisconsin,"Jefferson, WI",Jefferson
WV02612,2019,2,2,West Virginia,"Marshall, WV",Marshall County Drug Task Force
TN00101,2014,1,1,Tennessee,"Anderson, TN",Clinton
NJ001SP,2013,1,1,New Jersey,"Atlantic, NJ",State Police: Atlantic County
LA02500,2017,1,1,Louisiana,"Jackson, LA",Jackson County
WY01302,2018,1,1,Wyoming,"Natrona, WY",Mills
FL05203,2011,10,6,Florida,"Pinellas, FL",Clearwater
WA00600,2019,4,4,Washington,"Clark, WA",Clark County
IL01607,2013,3,0,Illinois,"Cook, IL",Bellwood
TX02601,2012,1,1,Texas,"Burleson, TX",Caldwell
TX03201,2015,2,2,Texas,"Camp, TX",Pittsburg
CA03303,2013,1,0,California,"Riverside, CA",Blythe
NY02904,2016,1,0,New York,"Nassau, NY",Freeport Village
CA04905,2014,2,3,California,"Sonoma, CA",Santa Rosa
WVWSP52,2012,2,2,West Virginia,"Wayne, WV",State Police: Wayne
SC00205,2014,1,1,South Carolina,"Aiken, SC",Jackson
WA01102,2014,4,3,Washington,"Franklin, WA",Pasco
AR02300,2013,1,0,Arkansas,"Faulkner, AR",Faulkner County
MO10901,2019,1,1,Missouri,"Vernon, MO",Nevada
NC03500,2017,5,7,North Carolina,"Franklin, NC",Franklin County
TX10814,2014,1,2,Texas,"Hidalgo, TX",Weslaco
MA00514,2012,2,0,Massachusetts,"Essex, MA",Lynn
CA03610,2012,47,40,California,"San Bernardino, CA",San Bernardino
NC08005,2015,5,1,North Carolina,"Rowan, NC",Salisbury
AZ00801,2015,1,3,Arizona,"Mohave, AZ",Kingman
PA001SP,2012,4,3,Pennsylvania,"Adams, PA",State Police: Adams County
VA03000,2011,1,0,Virginia,"Fauquier, VA",Fauquier County
IN04801,2015,1,0,Indiana,"Madison, IN",Alexandria
NC02600,2015,9,9,North Carolina,"Cumberland, NC",Cumberland County
MD319SP,2010,1,1,Maryland,"Somerset, MD",State Police: Somerset County
AL00103,2013,1,1,Alabama,"Jefferson, AL",Mountain Brook
TX04304,2017,2,2,Texas,"Collin, TX",Frisco
NJ00102,2013,3,2,New Jersey,"Atlantic, NJ",Atlantic City
NY03202,2015,6,4,New York,"Oneida, NY",Utica
CA02117,2017,1,1,California,"Marin, CA",Central Marin
SC03401,2016,4,2,South Carolina,"Marion, SC",Marion
NJ00802,2015,1,1,New Jersey,"Gloucester, NJ",Deptford Township
GA04301,2011,1,1,Georgia,"Decatur, GA",Bainbridge
NY01455,2018,0,1,New York,"Erie, NY",Cheektowaga Town
NC01100,2011,3,4,North Carolina,"Buncombe, NC",Buncombe County
ID02400,2019,1,0,Idaho,"Gooding, ID",Gooding County
TX02005,2012,1,0,Texas,"Brazoria, TX",Freeport
CA01300,2018,3,2,California,"Imperial, CA",Imperial County
WI04512,2015,2,3,Wisconsin,"Brown, WI",Oneida Tribal
MD301SP,2017,1,0,Maryland,"Allegany, MD",State Police: Allegany County
CA03701,2010,0,1,California,"San Diego, CA",Carlsbad
VA12300,2010,9,8,Virginia,"Roanoke, VA",Roanoke
CA04908,2012,1,2,California,"Sonoma, CA",Petaluma
SC02303,2012,1,1,South Carolina,"Greenville, SC",Greer
NV00400,2015,1,1,Nevada,"Elko, NV",Elko County
AL03301,2013,2,0,Alabama,"Franklin, AL",Russellville
OH00902,2010,2,2,Ohio,"Butler, OH",Hamilton
VA03400,2013,1,0,Virginia,"Frederick, VA",Frederick County
TX10901,2017,1,1,Texas,"Hill, TX",Hillsboro
IN05200,2014,1,1,Indiana,"Miami, IN",Miami County
TN08400,2010,2,1,Tennessee,"Tipton, TN",Tipton County
GA05800,2014,0,1,Georgia,"Forsyth, GA",Forsyth County
OK06102,2015,1,1,Oklahoma,"Pittsburg, OK",Mcalester
PA01545,2017,1,0,Pennsylvania,"Chester, PA",County Detectives: Chester County
NC02805,2011,1,0,North Carolina,"Dare, NC",Kitty Hawk
MI40040,2011,1,0,Michigan,"Kalkaska, MI",State Police: Kalkaska County
OR00300,2018,4,3,Oregon,"Clackamas, OR",Clackamas County
WY01100,2012,2,2,Wyoming,"Laramie, WY",Laramie County
CA05202,2017,0,1,California,"Tehama, CA",Red Bluff
LA02802,2019,3,3,Louisiana,"Lafayette, LA",Carencro Police Department
PA00264,2013,1,1,Pennsylvania,"Allegheny, PA",East Pittsburgh
VA12000,2017,17,12,Virginia,"Portsmouth, VA",Portsmouth
NBNSP50,2010,1,1,Nebraska,"Kearney, NE",Kearney State Patrol
IN04400,2012,1,1,Indiana,"Lagrange, IN",Lagrange County
VA04001,2013,1,0,Virginia,"Emporia, VA",Emporia
SC01001,2019,8,9,South Carolina,"Charleston, SC",Charleston
IL04921,2014,6,0,Illinois,"Lake, IL",Waukegan
IA06901,2013,1,1,Iowa,"Montgomery, IA",Red Oak
GA01003,2011,1,1,Georgia,"Berrien, GA",Ray City
TX12200,2015,1,1,Texas,"Jeff Davis, TX",Jeff Davis County
TN09200,2014,1,1,Tennessee,"Weakley, TN",Weakley County
PA04619,2018,5,3,Pennsylvania,"Montgomery, PA",Norristown
GA14600,2017,2,1,Georgia,"Walker, GA",Walker County
CA05800,2011,3,2,California,"Yuba, CA",Yuba County
FL06412,2010,2,2,Florida,"Volusia, FL",Port Orange
NDDI001,2012,4,0,North Dakota,"Rolette, ND",Turtle Mountain Agency
OK07300,2016,1,0,Oklahoma,"Wagoner, OK",Wagoner County
NY02906,2016,6,3,New York,"Nassau, NY",Hempstead Village
TX11400,2012,1,0,Texas,"Howard, TX",Howard County
IL01632,2016,2,0,Illinois,"Cook, IL",Evanston
MS04600,2010,1,1,Mississippi,"Marion, MS",Marion County
GA09000,2018,0,1,Georgia,"Lincoln, GA",Lincoln County
NC09401,2012,0,1,North Carolina,"Washington, NC",Plymouth
KY00901,2015,1,1,Kentucky,"Bourbon, KY",Paris
AL04902,2016,1,1,Alabama,"Marion, AL",Winfield
VA11100,2010,14,18,Virginia,"Hampton, VA",Hampton
MN01202,2012,1,1,Minnesota,"Chippewa, MN",Montevideo
PA04619,2016,2,3,Pennsylvania,"Montgomery, PA",Norristown
GA11300,2018,1,0,Georgia,"Pierce, GA",Pierce County
FL00624,2015,6,2,Florida,"Broward, FL",Oakland Park
VA12300,2015,11,11,Virginia,"Roanoke, VA",Roanoke
ID02101,2019,1,0,Idaho,"Franklin, ID",Preston
CA05300,2011,3,1,California,"Trinity, CA",Trinity County
OK02300,2011,1,1,Oklahoma,"Ellis, OK",Ellis County
OK07501,2016,1,0,Oklahoma,"Washita, OK",Cordell
PA00703,2012,1,0,Pennsylvania,"Blair, PA",Logan Township
TX19900,2010,1,1,Texas,"Rockwall, TX",Rockwall County
MN00200,2016,1,1,Minnesota,"Anoka, MN",Anoka County
NC08600,2016,1,0,North Carolina,"Surry, NC",Surry County
GA03900,2013,1,1,Georgia,"Crawford, GA",Crawford County
NJ01608,2011,17,11,New Jersey,"Passaic, NJ",Paterson
KY05700,2018,1,0,Kentucky,"Jessamine, KY",Jessamine County
NJ01712,2014,1,1,New Jersey,"Salem, NJ",Salem
TX07102,2014,21,19,Texas,"El Paso, TX",El Paso
SC01200,2010,3,3,South Carolina,"Chester, SC",Chester County
AL04905,2019,1,0,Alabama,"Marion, AL",Brilliant
MO04806,2012,5,5,Missouri,"Jackson, MO",Independence
NY05101,2012,23,10,New York,"Suffolk, NY",Suffolk County Police Department
CA01971,2015,1,1,California,"Los Angeles, CA",Temple City
FL00301,2010,5,3,Florida,"Bay, FL",Panama City
MN06209,2017,22,18,Minnesota,"Ramsey, MN",St. Paul
IL07800,2018,1,0,Illinois,"Putnam, IL",Putnam County
VA12600,2018,1,1,Virginia,"Staunton, VA",Staunton
NC09000,2011,2,1,North Carolina,"Union, NC",Union County
CA01937,2015,0,1,California,"Los Angeles, CA",La Puente
CA03378,2012,1,1,California,"Riverside, CA",Menifee
CA04117,2015,1,0,California,"San Mateo, CA",South San Francisco
GA06901,2019,4,2,Georgia,"Hall, GA",Gainesville
MN07300,2014,1,1,Minnesota,"Stearns, MN",Stearns County
TN06601,2019,1,0,Tennessee,"Obion, TN",Union City
OR00201,2012,1,1,Oregon,"Benton, OR",Corvallis
WV03300,2011,3,1,West Virginia,"Morgan, WV",Morgan County
GA13800,2014,1,1,Georgia,"Toombs, GA",Toombs County
PA04629,2012,2,2,Pennsylvania,"Montgomery, PA",Upper Merion Township
ID01002,2015,2,2,Idaho,"Bonneville, ID",Idaho Falls
GA12201,2013,4,4,Georgia,"Rockdale, GA",Conyers
MI39499,2012,10,7,Michigan,"Kalamazoo, MI",Kalamazoo
AR02300,2018,2,1,Arkansas,"Faulkner, AR",Faulkner County
NY03202,2011,4,2,New York,"Oneida, NY",Utica
AZ00804,2013,1,1,Arizona,"Mohave, AZ",Lake Havasu City
CA0192H,2011,0,1,California,"Los Angeles, CA",Calabasas
AL01902,2013,2,1,Alabama,"Coffee, AL",Enterprise
TX00101,2012,2,2,Texas,"Anderson, TX",Palestine
