ORI,State,County,Agency
TX09802,Texas,"Hansford, TX",Spearman
TX09900,Texas,"Hardeman, TX",Hardeman County
TX10000,Texas,"Hardin, TX",Hardin County
TX10001,Texas,"Hardin, TX",Kountze
TX10002,Texas,"Hardin, TX",Silsbee
TX10009,Texas,"Hardin, TX",Lumberton
TX10100,Texas,"Harris, TX",Harris County
TX10101,Texas,"Harris, TX",Baytown
TX10102,Texas,"Harris, TX",Bellaire
TX10104,Texas,"Harris, TX",Deer Park
TX10106,Texas,"Harris, TX",Galena Park
TX10109,Texas,"Harris, TX",Humble
TX10111,Texas,"Harris, TX",Jacinto City
TX10112,Texas,"Harris, TX",Jersey Village
TX10113,Texas,"Harris, TX",La Porte
TX10115,Texas,"Harris, TX",Pasadena
TX10119,Texas,"Harris, TX",South Houston
TX10123,Texas,"Harris, TX",Tomball
TX10125,Texas,"Harris, TX",Webster
